1.0,1.0,1998-06-01 08:00:00.0,Clean
1.0,1.0,1998-06-01 08:01:00.0,Clean
1.0,1.0,1998-06-01 08:02:00.0,Clean
1.0,1.0,1998-06-01 08:03:00.0,Clean
1.0,1.0,1998-06-01 08:04:00.0,Clean
1.0,1.0,1998-06-01 08:05:00.0,format_clear
1.0,1.0,1998-06-01 08:06:00.0,Clean
1.0,1.0,1998-06-01 08:07:00.0,ffb_clear
1.0,1.0,1998-06-01 08:08:00.0,Clean
1.0,1.0,1998-06-01 08:09:00.0,Clean
1.0,1.0,1998-06-01 08:10:00.0,Clean
1.0,1.0,1998-06-01 08:11:00.0,Clean
1.0,1.0,1998-06-01 08:12:00.0,Clean
1.0,1.0,1998-06-01 08:13:00.0,Clean
1.0,1.0,1998-06-01 08:14:00.0,Clean
1.0,1.0,1998-06-01 08:15:00.0,Clean
1.0,1.0,1998-06-01 08:16:00.0,Clean
1.0,1.0,1998-06-01 08:17:00.0,Clean
1.0,1.0,1998-06-01 08:18:00.0,Clean
1.0,1.0,1998-06-01 08:19:00.0,Clean
7.563276696772587E-5,2.1455410592860612E-6,1998-06-01 08:20:00.0,Clean
5.3148714686678484E-5,1.6111366649030321E-6,1998-06-01 08:21:00.0,Clean
7.137851804639993E-5,1.6740594450055683E-6,1998-06-01 08:22:00.0,Clean
6.932375501317271E-5,2.1619392215246635E-6,1998-06-01 08:23:00.0,Clean
1.2335228138905628E-5,4.1499502763206394E-7,1998-06-01 08:24:00.0,Clean
6.018757098035109E-8,5.753126313990198E-9,1998-06-01 08:25:00.0,Clean
2.3660351024528785E-8,5.753126313990198E-9,1998-06-01 08:26:00.0,Clean
1.0140361016658468E-9,3.5237273593434856E-10,1998-06-01 08:27:00.0,Clean
3.5237273593434856E-10,3.5237273593434856E-10,1998-06-01 08:28:00.0,Clean
3.5237273593434856E-10,3.5237273593434856E-10,1998-06-01 08:29:00.0,Clean
4.037845403090091E-10,4.037845403090091E-10,1998-06-01 08:30:00.0,Clean
2.288697076199995E-9,2.288697076199995E-9,1998-06-01 08:31:00.0,Clean
2.1633178485626604E-9,2.1633178485626604E-9,1998-06-01 08:32:00.0,Clean
1.7233179403504854E-9,1.7233179403504854E-9,1998-06-01 08:33:00.0,Clean
2.472466342223831E-9,2.472466342223831E-9,1998-06-01 08:34:00.0,Clean
4.5787099748075325E-10,4.5787099748075325E-10,1998-06-01 08:35:00.0,Clean
1.220006012258604E-10,1.220006012258604E-10,1998-06-01 08:36:00.0,Clean
2.47158526729418E-9,2.47158526729418E-9,1998-06-01 08:37:00.0,Clean
3.1051904649237943E-9,3.1051904649237943E-9,1998-06-01 08:38:00.0,Clean
2.3060883115435657E-9,2.3060883115435657E-9,1998-06-01 08:39:00.0,Clean
2.3018227146667227E-9,2.3018227146667227E-9,1998-06-01 08:40:00.0,Clean
2.9640976451512747E-9,2.9640976451512747E-9,1998-06-01 08:41:00.0,Clean
3.2951120643297957E-9,3.2951120643297957E-9,1998-06-01 08:42:00.0,Clean
3.94329822051439E-9,3.94329822051439E-9,1998-06-01 08:43:00.0,Clean
1.5471783104551717E-8,1.5471783104551717E-8,1998-06-01 08:44:00.0,Clean
1.6746529516302323E-6,1.6746529516302323E-6,1998-06-01 08:45:00.0,Clean
6.869186348654028E-6,6.869186348654028E-6,1998-06-01 08:46:00.0,Clean
1.4109667580791094E-5,1.4109667580791094E-5,1998-06-01 08:47:00.0,Clean
6.072227448337974E-5,6.072227448337974E-5,1998-06-01 08:48:00.0,Clean
7.628878122448915E-5,7.628878122448915E-5,1998-06-01 08:49:00.0,Clean
5.665632065761745E-5,5.665632065761745E-5,1998-06-01 08:50:00.0,Clean
5.6551522839060025E-5,5.6551522839060025E-5,1998-06-01 08:51:00.0,Clean
9.211413310019748E-6,9.211413310019748E-6,1998-06-01 08:52:00.0,Clean
2.1363510802071864E-6,2.1363510802071864E-6,1998-06-01 08:53:00.0,Clean
1.9522245198259505E-6,1.9522245198259505E-6,1998-06-01 08:54:00.0,Clean
1.0555374776996341E-5,1.0555374776996341E-5,1998-06-01 08:55:00.0,Clean
8.047510036265661E-5,8.047510036265661E-5,1998-06-01 08:56:00.0,Clean
5.6551522839060005E-5,5.6551522839060005E-5,1998-06-01 08:57:00.0,Clean
7.594847622027239E-5,7.594847622027239E-5,1998-06-01 08:58:00.0,Clean
7.570157574921746E-6,7.570157574921746E-6,1998-06-01 08:59:00.0,Clean
7.570157574921746E-6,7.570157574921746E-6,1998-06-01 09:00:00.0,Clean
1.3661906834679522E-6,1.3661906834679522E-6,1998-06-01 09:01:00.0,Clean
2.663357795819927E-7,2.663357795819927E-7,1998-06-01 09:02:00.0,Clean
2.433809893065425E-7,2.433809893065425E-7,1998-06-01 09:03:00.0,Clean
2.905280171234705E-7,2.905280171234705E-7,1998-06-01 09:04:00.0,Clean
5.917923924513384E-8,5.917923924513384E-8,1998-06-01 09:05:00.0,Clean
5.917923924513382E-8,5.917923924513382E-8,1998-06-01 09:06:00.0,Clean
5.917923924513382E-8,5.917923924513382E-8,1998-06-01 09:07:00.0,Clean
5.9179239245133827E-8,5.9179239245133827E-8,1998-06-01 09:08:00.0,Clean
7.064326216173374E-8,7.064326216173374E-8,1998-06-01 09:09:00.0,Clean
7.439539272984491E-8,7.439539272984491E-8,1998-06-01 09:10:00.0,Clean
8.834259227850111E-8,8.834259227850111E-8,1998-06-01 09:11:00.0,Clean
5.9179239245133846E-8,5.9179239245133846E-8,1998-06-01 09:12:00.0,Clean
4.415647851802768E-7,4.415647851802768E-7,1998-06-01 09:13:00.0,Clean
3.1997295541888214E-7,3.1997295541888214E-7,1998-06-01 09:14:00.0,Clean
3.1586488609110767E-7,3.1586488609110767E-7,1998-06-01 09:15:00.0,Clean
3.9073240140708507E-7,3.9073240140708507E-7,1998-06-01 09:16:00.0,Clean
4.33116909280597E-7,4.33116909280597E-7,1998-06-01 09:17:00.0,Clean
5.369375354314704E-7,5.369375354314704E-7,1998-06-01 09:18:00.0,Clean
4.415647851802767E-7,4.415647851802767E-7,1998-06-01 09:19:00.0,Clean
4.4156478518027665E-7,4.4156478518027665E-7,1998-06-01 09:20:00.0,Clean
4.4156478518027676E-7,4.4156478518027676E-7,1998-06-01 09:21:00.0,Clean
4.832115344424839E-7,4.832115344424839E-7,1998-06-01 09:22:00.0,Clean
4.415647851802767E-7,4.415647851802767E-7,1998-06-01 09:23:00.0,Clean
5.059898670306983E-7,5.059898670306983E-7,1998-06-01 09:24:00.0,Clean
2.2829077792688073E-6,2.2829077792688073E-6,1998-06-01 09:25:00.0,Clean
2.7108935614564783E-6,2.7108935614564783E-6,1998-06-01 09:26:00.0,Clean
1.531572618956876E-5,1.531572618956876E-5,1998-06-01 09:27:00.0,Clean
1.595982253975609E-5,1.595982253975609E-5,1998-06-01 09:28:00.0,Clean
1.9896261067501026E-5,1.9896261067501026E-5,1998-06-01 09:29:00.0,Clean
2.9108256448275567E-6,2.9108256448275567E-6,1998-06-01 09:30:00.0,Clean
2.910825644827557E-6,2.910825644827557E-6,1998-06-01 09:31:00.0,Clean
2.9108256448275567E-6,2.9108256448275567E-6,1998-06-01 09:32:00.0,Clean
2.910825644827557E-6,2.910825644827557E-6,1998-06-01 09:33:00.0,Clean
2.1092838821019024E-6,2.1092838821019024E-6,1998-06-01 09:34:00.0,Clean
4.195494468878126E-7,4.195494468878126E-7,1998-06-01 09:35:00.0,Clean
4.1954944688781274E-7,4.1954944688781274E-7,1998-06-01 09:36:00.0,Clean
9.792913072254723E-8,9.792913072254723E-8,1998-06-01 09:37:00.0,Clean
9.792913072254723E-8,9.792913072254723E-8,1998-06-01 09:38:00.0,Clean
9.792913072254728E-8,9.792913072254728E-8,1998-06-01 09:39:00.0,Clean
9.792913072254725E-8,9.792913072254725E-8,1998-06-01 09:40:00.0,Clean
5.294876003576217E-7,5.294876003576217E-7,1998-06-01 09:41:00.0,Clean
3.1509596956791743E-6,3.1509596956791743E-6,1998-06-01 09:42:00.0,Clean
2.836785122010026E-6,2.836785122010026E-6,1998-06-01 09:43:00.0,Clean
3.844663668395377E-6,3.844663668395377E-6,1998-06-01 09:44:00.0,Clean
3.0140359795595547E-6,3.0140359795595547E-6,1998-06-01 09:45:00.0,Clean
3.0318639188101844E-6,3.0318639188101844E-6,1998-06-01 09:46:00.0,Clean
3.9670593282506594E-6,3.9670593282506594E-6,1998-06-01 09:47:00.0,Clean
4.340288950687518E-6,4.340288950687518E-6,1998-06-01 09:48:00.0,Clean
